playerID,HOF,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,ERA,Name,Mitchell-Report,Positive-Test
chesbja01,0,198,132,392,332,260,35,5,8690,2642,864,39,690,1265,,62,113,2,12013,52,1209,,,2.6844649022,Jack Chesbro,0,0
chesnbo01,0,24,22,61,55,25,1,1,1136,377,196,35,189,130,,12,12,2,1650,1,222,,,4.6584507042,Bob Chesnes,0,0
chifffl01,0,5,5,81,1,0,0,5,390,132,58,10,60,83,4,4,4,2,573,27,67,,,4.0153846154,Floyd Chiffer,0,0
childro01,0,2,3,61,1,0,0,0,323,121,57,10,37,65,11,1,1,0,467,18,60,,,4.7647058824,Rocky Childress,0,0
chipmbo01,0,51,46,293,87,29,7,14,2642,889,364,60,386,322,,14,10,3,3855,93,438,,,3.7199091597,Bob Chipman,0,0
chitrst01,0,2,4,64,0,0,0,4,234,66,31,8,36,66,4,4,4,1,335,24,33,,,3.5769230769,Steve Chitren,0,0
choatra01,0,16,14,672,0,0,0,7,1224,350,177,20,175,348,32,16,45,1,1750,102,198,11,14,3.9044117647,Randy Choate,0,0
chouibo01,0,11,8,111,13,0,0,1,543,197,92,26,65,110,10,6,4,0,794,29,105,1,1,4.5745856354,Bobby Chouinard,0,0
chrisja01,0,27,26,528,0,0,0,16,1301,409,207,37,217,384,34,27,15,2,1911,128,220,6,10,4.2959262106,Jason Christiansen,1,0
chrisla01,0,83,71,243,220,27,6,4,4208,1401,591,100,395,781,34,34,21,26,5861,13,648,,,3.7920627376,Larry Christenson,0,0
chrismi02,0,5,1,71,0,0,0,1,375,151,68,25,40,76,6,8,2,0,556,23,78,,,4.896,Mike Christopher,0,0
chrisru01,0,54,64,241,97,46,3,35,2999,931,374,38,399,424,,11,27,2,4247,112,441,,,3.3671223741,Russ Christopher,0,0
chulkvi01,0,8,15,259,0,0,0,2,856,292,143,31,112,199,11,14,9,0,1243,66,151,8,12,4.5105140187,Vinnie Chulk,0,0
churcbu01,0,36,37,147,95,32,7,4,2140,738,325,84,277,274,0,10,9,0,3030,16,367,,,4.1004672897,Bubba Church,0,0
cicotal01,0,10,13,102,16,0,0,4,780,280,126,30,119,149,7,11,5,0,1138,42,142,,,4.3615384615,Al Cicotte,0,0
cicoted01,0,208,149,502,361,249,35,25,9670,2897,853,32,827,1374,,58,49,5,12657,106,1149,,,2.3816959669,Eddie Cicotte,0,0
ciminpe01,0,5,8,86,1,0,0,5,483,133,55,16,65,139,7,8,3,0,674,36,70,,,3.0745341615,Pete Cimino,0,0
cingrto01,0,9,15,74,30,0,0,0,619,169,88,30,105,229,6,7,6,3,877,10,92,7,8,3.8384491115,Tony Cingrani,0,0
ciscoga01,0,25,56,192,78,9,3,2,1977,681,334,68,281,325,10,24,20,6,2877,49,370,,,4.5614567527,Galen Cisco,0,0
cishest01,0,17,20,311,0,0,0,95,939,266,98,14,119,332,24,9,13,1,1318,199,115,15,10,2.8178913738,Steve Cishek,0,0
claibpr01,0,3,2,62,0,0,0,0,214,75,30,8,24,58,7,2,2,0,310,21,32,2,2,3.785046729,Preston Claiborne,0,0
clancji01,0,140,167,472,381,74,11,10,7552,2513,1182,244,947,1422,45,101,32,4,10772,38,1304,,,4.2259004237,Jim Clancy,0,0
clarkbi01,0,3,12,51,9,2,0,2,402,171,81,5,79,39,,8,2,0,648,22,95,,,5.4402985075,Bill Clarkson,0,0
clarkbr01,0,20,23,186,37,4,1,4,1549,536,238,38,261,259,16,36,5,3,2276,41,273,,,4.1484828922,Bryan Clark,0,0
clarkda01,0,44,51,121,92,77,2,3,2551,1063,393,24,191,175,,25,8,0,81,28,608,,,4.1595452764,Dad Clarke,0,0
clarkda02,0,39,39,96,81,63,2,0,2114,873,384,26,325,133,,37,0,0,0,14,566,,,4.9044465468,Dad Clarkson,0,0
clarkjo01,0,328,178,531,518,485,37,5,13609,4295,1417,161,1191,1978,,182,35,0,11954,12,2376,,,2.8113013447,John Clarkson,0,0
clarkma01,0,74,71,219,197,15,3,0,3739,1364,638,154,367,728,21,47,24,6,5367,3,687,1,2,4.6071142017,Mark Clark,0,0
clarkri01,0,19,32,96,70,4,2,2,1295,371,162,37,213,236,6,36,11,1,1858,9,200,,,3.3776061776,Rickey Clark,0,0
clarkst02,0,3,6,50,2,0,0,0,183,78,46,16,31,36,2,4,0,3,279,24,46,,,6.7868852459,Stan Clarke,0,0
clarkte01,0,10,23,91,27,2,1,1,697,299,143,21,89,109,14,14,4,3,1047,25,152,,,5.5394548063,Terry Clark,0,0
clarkwa01,0,18,16,78,37,23,4,1,1124,340,132,12,132,178,,10,24,0,763,32,183,,,3.1708185053,Walter Clarkson,0,0
clarkwa02,0,111,97,355,206,91,14,16,5242,1897,711,86,383,643,,21,17,2,7442,84,836,,,3.6621518504,Watty Clark,0,0
claryma01,0,5,14,58,32,2,1,0,675,251,112,17,74,81,7,10,3,1,986,7,132,,,4.48,Marty Clary,0,0
clausbr01,0,16,27,58,58,0,0,0,948,359,177,48,121,228,8,7,15,1,1423,0,197,19,11,5.0411392405,Brandon Claussen,0,0
clayke01,0,10,24,111,36,0,0,3,1061,389,184,35,141,129,12,23,11,1,1560,43,208,,,4.6823751178,Ken Clay,0,0
clearma01,0,71,49,481,1,0,0,83,2413,674,344,60,554,804,45,49,35,8,3614,338,397,,,3.8491504351,Mark Clear,0,0
clemema01,0,87,86,238,236,6,3,0,4238,1326,702,144,650,1217,23,101,94,1,6189,0,762,55,24,4.472392638,Matt Clement,0,0
clemepa01,0,17,11,288,2,0,0,12,1081,362,151,17,160,158,27,17,11,2,1547,85,163,,,3.7715078631,Pat Clements,0,0
clemero02,0,354,184,709,707,118,46,0,14750,4185,1707,363,1580,4672,63,143,159,20,20240,0,1885,37,31,3.1246779661,Roger Clemens,1,0
clevere01,0,105,106,428,203,57,12,25,5427,1843,807,152,543,930,68,49,44,6,7731,111,919,,,4.0149253731,Reggie Cleveland,0,0
clevete01,0,36,37,307,40,6,2,30,2084,706,323,62,298,361,30,18,14,0,3045,138,370,,,4.1847408829,Tex Clevenger,0,0
clibust02,0,13,5,85,1,0,0,6,555,173,64,16,59,91,13,3,7,4,766,40,73,,,3.1135135135,Stew Cliburn,0,0
clippty01,0,42,29,489,8,0,0,53,1686,382,180,65,230,612,15,19,14,3,2286,124,193,18,20,2.8825622776,Tyler Clippard,0,0
clonito01,0,113,97,352,247,63,13,6,5303,1643,799,180,798,1120,65,119,33,9,7624,40,898,,,4.0680746747,Tony Cloninger,0,0
clontbr01,0,22,8,272,0,0,0,8,833,276,134,30,120,210,26,4,12,1,1209,63,147,0,0,4.3433373349,Brad Clontz,0,0
cloudke01,0,16,16,71,45,0,0,1,836,334,203,47,152,195,9,12,11,1,1303,8,215,,,6.5562200957,Ken Cloude,0,0
clydeda01,0,18,33,84,73,10,0,0,1249,457,214,33,180,228,4,29,12,2,1832,6,243,,,4.6261008807,David Clyde,0,0
coaklan01,0,58,59,150,124,87,11,3,3217,1021,280,9,314,428,,15,26,2,2701,24,436,,,2.3500155424,Andy Coakley,0,0
coateji01,0,43,22,247,46,13,4,15,2050,650,304,65,286,396,25,19,25,3,2947,89,336,,,4.003902439,Jim Coates,0,0
cobbal01,0,35,23,81,81,3,1,0,1496,441,178,38,153,426,8,23,23,2,2052,0,190,8,13,3.2125668449,Alex Cobb,0,0
cobbge01,0,10,37,53,47,42,0,0,1183,495,213,21,140,159,,15,0,0,0,6,333,,,4.8613693998,George Cobb,0,0
cocanja01,0,16,25,79,47,5,1,0,1097,371,162,21,201,139,5,32,20,3,1628,10,208,,,3.9872379216,Jaime Cocanower,0,0
codirch01,0,38,47,144,108,13,2,3,2011,711,363,76,261,312,15,22,23,3,2957,13,413,,,4.8736946793,Chris Codiroli,0,0
coffeto01,0,25,18,461,0,0,0,11,1316,483,200,49,138,329,23,18,22,0,1910,108,220,15,15,4.103343465,Todd Coffey,0,0
coffmdi01,0,72,95,472,132,47,8,38,4381,1782,755,92,463,372,,17,35,1,6542,194,894,,,4.6530472495,Dick Coffman,0,0
coffmsl01,0,15,12,121,16,3,0,3,941,400,195,23,132,89,,5,4,2,1454,50,229,,,5.5951115834,Slick Coffman,0,0
coggida01,0,10,12,60,29,0,0,0,597,199,100,13,102,143,9,15,10,0,880,7,108,7,5,4.5226130653,Dave Coggin,0,0
cohensy01,0,3,7,55,3,2,0,5,327,133,55,7,37,49,,4,3,2,483,32,72,,,4.5412844037,Syd Cohen,0,0
cokeph01,0,22,27,401,15,0,0,8,1233,435,192,32,152,319,28,20,12,0,1778,89,216,17,20,4.204379562,Phil Coke,0,0
colbevi01,0,9,14,95,21,3,1,4,745,251,126,23,125,127,16,13,14,3,1097,30,138,,,4.566442953,Vince Colbert,0,0
colboji01,0,83,88,301,204,60,8,7,4792,1619,675,153,475,688,41,36,41,9,6744,32,750,,,3.8032136895,Jim Colborn,0,0
colebe01,0,28,32,177,46,18,4,10,1817,735,314,26,230,119,,6,19,2,2742,83,393,,,4.6659328564,Bert Cole,0,0
coleda01,0,6,18,84,27,3,1,0,712,221,130,16,199,119,0,12,7,1,1101,31,151,,,4.9297752809,Dave Cole,0,0
colege01,0,40,20,73,73,0,0,0,1390,419,158,29,112,440,2,20,22,1,1872,0,172,22,8,3.0690647482,Gerrit Cole,0,0
coleki01,0,56,27,129,85,47,9,2,2192,657,253,13,331,298,,25,26,2,3001,32,309,,,3.1163321168,King Cole,0,0
colemca01,0,8,13,58,26,0,0,0,533,211,113,18,89,123,5,7,6,1,820,10,117,9,6,5.7242026266,Casey Coleman,0,0
colemjo01,0,23,72,107,93,84,4,0,2528,1182,438,30,102,224,,23,5,0,3754,13,772,,,4.6780063291,John Coleman,0,0
colemjo04,0,52,76,223,140,60,11,6,3402,1172,552,92,566,444,0,19,13,3,4993,55,616,,,4.380952381,Joe Coleman,0,0
colemjo05,0,142,135,484,340,94,18,7,7708,2416,1055,234,1003,1728,65,118,90,7,10948,70,1202,,,3.6955111572,Joe Coleman,0,0
colemlo01,0,6,4,152,0,0,0,2,532,144,63,26,78,186,11,9,6,0,736,49,66,5,2,3.1973684211,Louis Coleman,0,0
colemri01,0,7,25,95,33,3,1,5,742,287,126,21,124,130,2,6,4,0,1123,26,144,,,4.5849056604,Rip Coleman,0,0
colliph01,0,80,85,292,141,64,4,24,3973,1541,686,125,497,423,,13,37,6,5934,111,784,,,4.6619682859,Phil Collins,0,0
collira01,0,84,62,199,151,90,19,4,4008,1246,373,15,269,511,,11,10,2,5188,35,494,,,2.5127245509,Ray Collins,0,0
colliri01,0,108,82,311,219,84,15,5,5137,1795,760,73,674,569,,36,76,5,7490,48,929,,,3.9945493479,Rip Collins,0,0
colliti01,0,12,17,228,0,0,0,0,633,174,83,18,121,220,11,7,6,0,913,44,92,11,5,3.5402843602,Tim Collins,0,0
collmjo01,0,35,33,185,75,2,2,2,1911,600,247,74,146,443,16,8,12,1,2598,41,262,32,13,3.4897959184,Josh Collmenter,0,0
colluja01,0,32,28,171,37,11,2,12,1392,480,214,44,173,171,11,8,16,0,1977,63,247,,,4.150862069,Jackie Collum,0,0
colomal01,0,11,6,51,19,0,0,0,448,145,59,12,50,113,4,12,5,0,625,6,65,2,8,3.5558035714,Alex Colome,0,0
colomje01,0,19,27,341,0,0,0,6,1279,418,222,49,224,330,26,37,17,3,1908,125,242,26,19,4.6864738077,Jesus Colome,0,0
colonba01,0,218,154,475,467,36,13,0,8942,3029,1314,355,856,2237,44,42,57,5,12588,1,1429,88,69,3.9675687766,Bartolo Colon,0,1
colonro01,0,8,10,124,8,0,0,1,562,213,108,30,70,120,5,12,4,3,829,33,112,5,7,5.1886120996,Roman Colon,0,0
colyest01,0,1,1,61,0,0,0,0,166,64,31,9,37,51,1,5,1,0,253,13,32,1,0,5.0421686747,Steve Colyer,0,0
combspa01,0,17,17,56,54,5,3,0,915,299,143,21,147,190,9,22,6,1,1341,0,157,,,4.2196721311,Pat Combs,0,0
comerst01,0,44,37,176,83,11,3,13,2105,762,322,57,252,245,26,16,18,0,3044,58,366,,,4.1301662708,Steve Comer,0,0
comstke01,0,10,7,144,0,0,0,3,459,134,69,14,75,142,13,12,0,3,650,46,74,,,4.0588235294,Keith Comstock,0,0
condrcl01,0,18,12,179,9,0,0,4,751,281,114,25,87,143,21,3,13,1,1101,67,123,9,6,4.0985352863,Clay Condrey,0,0
coneda01,0,194,126,450,419,56,22,1,8696,2504,1115,258,1137,2668,42,149,106,32,12184,9,1222,9,14,3.4619365225,David Cone,0,0
conlege01,0,91,96,276,214,69,13,9,4766,1606,674,162,511,888,42,27,31,2,6767,39,767,,,3.8182962652,Gene Conley,0,0
conlesn01,0,7,10,65,17,8,2,2,674,226,84,9,84,128,,1,10,0,891,29,107,,,3.3649851632,Snipe Conley,0,0
connasa01,0,49,60,303,67,33,2,31,2983,1104,475,32,449,345,,20,39,1,4482,162,578,,,4.2993630573,Sarge Connally,0,0
conroti01,0,18,32,135,71,5,1,0,1400,438,244,47,284,307,13,31,10,2,2082,21,279,,,4.7057142857,Tim Conroy,0,0
constji01,0,3,4,56,6,1,1,2,294,109,53,8,41,59,0,3,7,1,432,10,56,,,4.8673469388,Jim Constable,0,0
consusa01,0,51,32,248,71,24,5,26,2428,811,303,43,246,193,11,8,6,2,3401,91,346,,,3.3694398682,Sandy Consuegra,0,0
contrjo01,0,78,67,299,175,5,3,9,3519,1176,595,131,427,889,15,72,62,2,5087,37,660,39,33,4.5652173913,Jose Contreras,0,0
conwaji01,0,22,29,56,52,44,0,0,1358,485,183,16,107,140,,21,3,0,1977,4,332,,,3.6384388807,Jim Conway,0,0
conwape01,0,61,61,126,123,117,5,0,3120,1058,415,32,250,428,,67,18,0,4507,3,694,,,3.5913461538,Pete Conway,0,0
conzejo01,0,6,8,54,12,5,1,2,490,142,53,2,65,70,,3,7,0,663,29,61,,,2.9204081633,Joe Conzelman,0,0
cookaa01,0,76,79,256,224,12,3,0,4219,1636,719,126,429,578,45,37,48,2,6121,5,776,42,44,4.6013273288,Aaron Cook,0,0
cookde01,0,64,46,665,71,6,3,9,3035,950,440,130,390,739,49,23,31,16,4298,116,486,3,3,3.9143327842,Dennis Cook,0,0
cookest01,0,26,36,104,88,5,1,1,1649,585,263,61,191,335,23,15,18,4,2383,10,292,,,4.3062462098,Steve Cooke,0,0
cookry01,0,13,12,217,0,0,0,17,621,167,79,13,89,210,6,16,10,1,879,57,84,5,7,3.4347826087,Ryan Cook,0,0
coombda01,0,19,27,144,42,5,1,2,1179,433,178,26,162,249,29,21,8,1,1754,45,209,,,4.0763358779,Danny Coombs,0,0
coombja01,0,158,110,354,270,187,35,8,6960,2034,717,38,841,1052,,54,88,1,8814,68,925,,,2.7814655172,Jack Coombs,0,0
coonejo01,0,34,44,159,76,44,7,6,2386,858,329,41,223,224,,6,19,2,3421,66,409,,,3.7229673093,Johnny Cooney,0,0
coopemo01,0,128,75,295,239,128,33,14,5522,1666,607,85,571,913,,28,28,7,7648,39,703,,,2.9679463962,Mort Cooper,0,0
coopewi01,0,216,178,517,408,279,35,14,10440,3415,1119,103,853,1252,,44,100,0,14377,84,1406,,,2.8939655172,Wilbur Cooper,0,0
coppiro01,0,17,11,82,32,0,0,0,725,247,147,48,140,210,6,9,4,0,1088,24,153,2,1,5.4744827586,Rocky Coppinger,0,0
corbedo01,0,24,30,313,1,0,0,66,1659,497,204,49,200,343,49,15,6,2,2294,216,226,,,3.3200723327,Doug Corbett,0,0
corbejo01,0,32,18,62,57,52,1,1,1445,497,183,7,192,248,,17,30,0,517,5,287,,,3.4193771626,Joe Corbett,0,0
corbipa01,0,26,21,70,65,3,0,1,1201,397,167,42,96,342,3,18,15,0,1671,3,171,12,7,3.7543713572,Patrick Corbin,0,0
corbira01,0,36,38,181,63,12,3,17,1957,638,278,59,261,348,27,22,19,1,2813,62,325,,,3.8354624425,Ray Corbin,0,0
corcola01,0,177,89,277,268,256,22,2,7177,2147,626,69,496,1103,,113,2,0,10001,9,1234,,,2.3550229901,Larry Corcoran,0,0
corcoro01,0,8,3,82,0,0,0,3,330,116,51,4,65,57,4,4,3,0,500,22,58,4,6,4.1727272727,Roy Corcoran,0,0
cordech01,0,20,15,314,0,0,0,128,991,277,106,40,122,298,16,13,7,1,1388,230,120,14,10,2.8879919273,Chad Cordero,0,0
cordefr01,0,47,53,800,0,0,0,329,2474,751,310,64,375,796,30,37,27,3,3551,575,342,31,29,3.3831851253,Francisco Cordero,0,0
cordofr01,0,42,47,166,112,7,4,12,2261,755,332,75,235,537,25,15,20,3,3182,41,366,3,3,3.9646174259,Francisco Cordova,0,0
coreybr01,0,4,4,91,0,0,0,0,295,100,56,10,33,57,4,2,3,1,419,18,56,5,6,5.1254237288,Bryan Corey,0,0
coreyfr01,0,27,46,93,74,59,3,2,1969,764,242,19,98,168,,37,0,0,2204,17,456,,,3.3184357542,Fred Corey,0,0
coreyma02,0,2,7,81,0,0,0,0,269,105,60,14,49,79,7,7,6,0,423,31,65,2,4,6.0223048327,Mark Corey,0,0
corkimi01,0,19,28,157,44,5,1,9,1378,458,224,46,248,335,34,17,20,6,2067,48,257,,,4.388969521,Mike Corkins,0,0
cormila01,0,24,28,290,24,0,0,3,1406,537,264,65,227,276,25,24,11,4,2116,68,286,15,14,5.0697012802,Lance Cormier,0,0
cormirh01,0,71,64,683,108,7,1,2,3665,1248,547,121,317,760,37,39,51,4,5157,105,604,23,7,4.0297407913,Rheal Cormier,0,0
cornena01,0,12,29,56,56,3,0,0,939,404,188,38,115,103,13,5,9,1,1414,0,207,11,7,5.4057507987,Nate Cornejo,0,0
corpama01,0,13,20,359,0,0,0,34,1123,392,172,38,112,264,19,8,15,1,1591,132,177,14,9,4.1353517364,Manny Corpas,0,0
correed01,0,16,19,52,48,4,2,0,848,261,162,34,189,260,4,29,7,2,1276,3,174,,,5.1580188679,Ed Correa,0,0
correke01,0,76,98,358,221,2,1,0,4286,1569,734,179,474,906,30,32,39,4,6227,31,789,63,47,4.6238917406,Kevin Correia,0,0
corrifr01,0,70,67,180,140,99,10,7,3648,1100,378,7,375,458,,34,61,1,4883,34,508,,,2.7976973684,Frank Corridon,0,0
corsiji01,0,22,24,368,1,0,0,7,1444,450,174,33,191,290,28,8,13,2,2032,115,197,,,3.2534626039,Jim Corsi,0,0
corteda01,0,5,1,86,0,0,0,2,266,96,44,13,20,53,3,5,2,0,373,36,46,3,5,4.4661654135,David Cortes,0,0
corwial01,0,18,10,117,22,6,2,5,868,289,128,36,156,142,2,2,3,1,1281,33,145,,,3.9815668203,Al Corwin,0,0
cosarja01,0,16,17,54,53,0,0,0,930,282,122,22,141,195,2,17,4,0,1308,0,130,5,11,3.5419354839,Jarred Cosart,0,0
cosgrmi01,0,12,11,119,20,2,1,8,824,271,123,13,145,122,8,16,3,1,1207,36,132,,,4.0303398058,Mike Cosgrove,0,0
costejo01,0,11,6,119,0,0,0,4,473,141,52,13,64,104,15,2,3,2,670,36,62,,,2.9682875264,John Costello,0,0
cottsne01,0,21,24,483,5,0,0,4,1330,405,195,58,194,421,21,26,22,2,1918,84,208,15,13,3.9586466165,Neal Cotts,0,0
couchjo01,0,29,34,147,62,26,3,6,1929,785,331,41,171,112,,8,10,3,2836,38,421,,,4.632970451,Johnny Couch,0,0
coumbfr01,0,38,38,193,70,30,4,13,2284,773,237,10,217,212,,8,13,5,3023,86,334,,,2.8016637478,Fritz Coumbe,0,0
courtha01,0,22,27,94,53,20,2,1,1331,518,242,18,213,112,,22,18,0,2010,32,296,,,4.9090909091,Harry Courtney,0,0
coutljo01,0,4,2,64,0,0,0,0,123,38,20,3,27,38,0,6,4,0,187,9,22,2,2,4.3902439024,Jon Coutlangus,0,0
covelha01,0,81,55,198,151,83,13,9,3744,1070,332,13,376,511,,25,62,2,5004,31,486,,,2.3942307692,Harry Coveleski,0,0
covelst01,0,215,142,450,385,224,38,21,9246,3055,990,66,802,981,,35,30,1,12746,52,1237,,,2.8909798832,Stan Coveleski,0,0
cowlejo01,0,33,25,95,76,8,1,0,1408,414,219,69,232,332,7,11,14,2,2026,8,243,,,4.1995738636,Joe Cowley,0,0
coxbi01,0,2,9,50,12,3,1,0,350,138,85,11,74,45,,4,0,0,550,23,100,,,6.5571428571,Bill Cox,0,0
coxca01,0,39,42,308,59,5,0,20,2286,772,313,66,234,297,49,14,25,3,3238,100,377,,,3.6968503937,Casey Cox,0,0
coxda01,0,74,75,278,174,21,5,8,3894,1292,525,102,432,723,46,40,19,14,5464,35,602,,,3.6402157165,Danny Cox,0,0
crabtti01,0,21,22,342,0,0,0,9,1182,434,184,29,150,288,18,27,14,0,1739,133,210,4,7,4.2030456853,Tim Crabtree,0,0
craigro01,0,74,98,368,186,58,7,19,4609,1528,653,186,522,803,48,42,35,12,6545,79,763,,,3.8253417227,Roger Craig,0,0
crainje01,0,45,30,532,0,0,0,4,1596,449,180,44,206,440,27,14,18,3,2221,116,205,20,14,3.045112782,Jesse Crain,0,0
cranddo01,0,102,62,302,134,91,9,25,4640,1538,502,52,379,606,,8,49,1,6355,145,669,,,2.9211206897,Doc Crandall,0,0
craneed01,0,72,96,204,177,146,7,2,4651,1525,688,51,887,720,,145,23,0,4260,26,1190,,,3.9939797893,Ed Crane,0,0
crawfji01,0,15,28,181,14,1,0,13,1294,477,211,27,182,276,24,32,7,5,1923,72,252,,,4.4026275116,Jim Crawford,0,0
crawfst01,0,30,23,277,16,2,0,19,1688,643,261,54,186,320,35,19,13,0,2455,110,298,,,4.1747630332,Steve Crawford,0,0
creekdo01,0,7,14,279,3,0,0,1,868,263,171,49,199,292,16,16,17,0,1316,70,188,5,10,5.319124424,Doug Creek,0,0
creelke01,0,5,14,55,24,1,0,0,608,244,126,34,88,80,2,6,4,0,917,17,134,,,5.5953947368,Keith Creel,0,0
cressja01,0,5,5,122,0,0,0,0,482,172,75,17,60,104,7,4,4,0,699,26,80,8,5,4.2012448133,Jack Cressend,0,0
crewsti01,0,11,13,281,4,0,0,15,1271,444,162,34,110,293,43,10,7,1,1797,83,181,,,3.4413847364,Tim Crews,0,0
crideje01,0,5,7,53,9,0,0,5,359,132,60,16,49,56,8,3,4,0,524,14,64,,,4.5125348189,Jerry Crider,0,0
crimch01,0,47,43,449,6,0,0,45,2089,731,296,71,209,334,43,25,20,8,2969,163,334,,,3.8257539493,Chuck Crim,0,0
crimija01,0,5,9,74,7,0,0,4,480,177,113,27,65,69,4,2,5,0,706,25,121,,,6.35625,Jack Crimian,0,0
crockky01,0,4,1,74,0,0,0,0,143,43,14,3,15,43,2,0,4,1,196,11,15,2,2,2.6433566434,Kyle Crockett,0,0
cronera01,0,30,30,137,61,17,1,4,1638,554,235,60,173,260,13,10,5,1,2320,34,275,,,3.8736263736,Ray Crone,0,0
cronija01,0,43,57,128,102,88,6,3,2770,973,349,28,235,318,,14,34,0,1767,24,501,,,3.4018050542,Jack Cronin,0,0
croucbi02,0,8,5,50,12,4,0,7,467,159,60,10,52,55,,3,1,1,654,21,66,,,3.4689507495,Bill Crouch,0,0
crousri01,0,5,11,111,0,0,0,11,426,131,77,16,83,149,8,17,9,0,652,31,87,1,2,4.8802816901,Rich Croushore,0,0
crowaa01,0,20,11,254,0,0,0,6,701,210,89,28,99,208,8,20,3,1,980,73,98,8,6,3.4279600571,Aaron Crow,0,0
crowdal01,0,167,115,402,292,150,16,22,7033,2453,1072,136,800,799,,20,16,3,10106,71,1204,,,4.1154557088,General Crowder,0,0
crowebi01,0,19,45,64,64,62,1,0,1647,765,314,18,205,138,,0,20,0,2891,0,512,,,5.1475409836,Billy Crowell,0,0
crudami01,0,3,1,71,1,0,0,0,220,55,17,4,32,60,3,4,2,0,306,20,19,4,7,2.0863636364,Mike Crudale,0,0
cruzju02,0,38,36,447,38,0,0,6,1965,576,295,67,346,659,18,23,46,2,2858,122,332,33,24,4.0534351145,Juan Cruz,0,0
cruzne01,0,15,23,204,18,0,0,2,1045,369,195,59,109,277,15,14,24,1,1518,55,205,9,9,5.038277512,Nelson Cruz,0,0
cruzrh01,0,1,3,72,0,0,0,0,229,90,45,10,40,56,0,4,4,0,351,37,47,1,4,5.3056768559,Rhiner Cruz,0,0
cruzvi01,0,18,23,187,0,0,0,37,813,218,93,28,131,248,23,9,7,2,1144,128,104,,,3.0885608856,Victor Cruz,0,0
cubilda01,0,1,0,56,0,0,0,0,209,96,53,13,44,54,1,3,1,0,343,17,56,1,6,6.8468899522,Darwin Cubillan,0,0
cuccuco01,0,3,5,62,9,0,0,5,510,188,86,7,81,51,,1,4,0,760,25,113,,,4.5529411765,Cookie Cuccurullo,0,0
cuellmi01,0,185,130,453,379,172,36,11,8424,2538,979,222,822,1632,61,53,12,6,11505,33,1130,,,3.1378205128,Mike Cuellar,0,0
cuetojo01,0,96,70,226,226,12,6,0,4261,1268,520,145,410,1171,15,23,83,12,5877,0,570,53,27,3.2950011734,Johnny Cueto,0,0
culloni01,0,57,55,174,121,62,9,5,3072,973,311,24,259,400,,21,29,1,4168,32,424,,,2.7333984375,Nick Cullop,0,0
culpra01,0,122,101,322,268,80,22,1,5695,1677,755,188,752,1411,58,73,70,3,8066,21,863,,,3.5794556629,Ray Culp,0,0
culvege01,0,48,49,335,57,7,2,23,2367,793,317,42,352,451,54,43,43,1,3451,127,354,,,3.6159695817,George Culver,0,0
cumbejo01,0,15,16,110,36,6,2,2,1003,312,142,46,103,137,12,8,0,3,1397,29,161,,,3.8225324028,John Cumberland,0,0
cummica01,0,145,94,242,241,233,19,0,6449,2507,595,12,117,130,,22,,0,1622,0,1450,,,2.491083889,Candy Cummings,0,0
cummijo01,0,10,15,110,16,1,0,0,649,251,128,23,106,114,15,13,4,3,988,23,150,,,5.3251155624,John Cummings,0,0
cunnawi01,0,13,12,184,12,0,0,3,822,312,160,38,128,234,17,9,10,0,1235,44,177,9,4,5.2554744526,Will Cunnane,0,0
cunnibe01,0,142,167,341,310,286,4,2,8180,3063,1279,61,1064,718,,99,66,5,5639,28,1938,,,4.2216381418,Bert Cunningham,0,0
cunnibr01,0,13,24,104,33,12,1,2,1146,428,197,22,146,103,,6,8,1,1683,50,220,,,4.6413612565,Bruce Cunningham,0,0
cunnige01,0,16,25,123,36,19,0,8,1431,444,166,2,178,167,,15,17,0,1963,65,248,,,3.1320754717,George Cunningham,0,0
cuppyni01,0,162,98,302,262,224,9,5,6853,2520,884,62,609,504,,32,24,2,0,39,1346,,,3.4828542244,Nig Cuppy,0,0
curricl01,0,15,23,53,38,31,4,2,1114,385,140,9,121,111,,7,11,0,1553,12,209,,,3.3931777379,Clarence Currie,0,0
curticl01,0,28,61,136,94,39,5,6,2234,707,274,22,317,236,,21,37,0,3126,32,393,,,3.3115487914,Cliff Curtis,0,0
curtija01,0,14,19,69,35,6,0,1,837,328,150,33,89,108,11,2,4,0,1227,13,174,,,4.8387096774,Jack Curtis,0,0
curtijo01,0,89,97,438,199,42,14,11,4923,1695,722,140,669,825,92,74,13,2,7099,100,810,,,3.9597806216,John Curtis,0,0
cushmed01,0,62,80,147,144,137,4,1,3677,1264,525,23,359,607,,65,27,0,5166,4,847,,,3.8550448735,Ed Cushman,0,0
cvengmi01,0,25,40,144,61,21,0,6,1654,587,281,24,285,201,,16,23,4,2487,43,315,,,4.5870616687,Mike Cvengros,0,0
daalom01,0,68,78,392,164,5,2,1,3596,1250,606,140,441,806,37,10,34,13,5183,41,651,32,18,4.5500556174,Omar Daal,0,0
dacqujo01,0,34,51,266,92,7,2,15,2339,708,395,52,544,600,25,56,19,5,3517,76,442,,,4.5596408722,John D'Acquisto,0,0
dailebi01,0,10,7,119,0,0,0,22,557,162,57,12,59,109,12,9,6,0,760,75,64,,,2.763016158,Bill Dailey,0,0
