playerID,HOF,W,L,G,GS,CG,SHO,SV,IPouts,H,ER,HR,BB,SO,IBB,WP,HBP,BK,BFP,GF,R,SH,SF,ERA,Name
leeda01,0,5,2,96,0,0,0,1,346,117,56,14,72,97,3.0,6.0,11.0,2,530.0,29.0,61,1.0,1.0,4.369942196499999,David Lee
leedo01,0,40,44,244,97,13,4,11,2485,827,332,81,281,467,14.0,21.0,31.0,0,3553.0,58.0,387,,,3.6072434608,Don Lee
leema01,0,7,8,118,1,0,0,9,526,184,71,6,69,63,19.0,6.0,4.0,5,768.0,48.0,77,,,3.644486692,Mark Lee
leema03,0,5,5,116,0,0,0,2,382,129,54,16,54,84,10.0,0.0,2.0,0,545.0,21.0,58,,,3.8167539267,Mark Lee
leeth01,0,117,124,374,272,155,14,10,6994,2327,921,121,838,937,,24.0,43.0,7,9999.0,50.0,1105,,,3.5554761224,Thornton Lee
leevesa01,0,194,100,388,299,241,39,13,7982,2449,731,29,587,847,,46.0,90.0,4,6428.0,75.0,1024,,,2.4726885492,Sam Leever
leewa01,0,30,37,76,66,51,4,0,1648,649,262,24,114,162,,4.0,29.0,1,815.0,10.0,360,,,4.2924757282,Watty Lee
leffecr01,0,58,72,696,45,1,0,101,3437,1108,436,120,322,719,55.0,31.0,11.0,10,4754.0,286.0,490,,,3.4250800116000004,Craig Lefferts
lehmake01,0,14,10,134,13,2,0,7,795,273,115,24,95,134,16.0,8.0,3.0,0,1136.0,59.0,125,,,3.9056603774000003,Ken Lehman
lehrju01,0,9,6,77,11,1,1,0,445,163,88,23,67,84,6.0,7.0,7.0,1,659.0,24.0,93,5.0,6.0,5.3393258427,Justin Lehr
leibrch01,0,140,119,394,346,52,18,2,6924,2390,952,172,656,1121,44.0,63.0,37.0,31,9774.0,17.0,1068,,,3.712305026,Charlie Leibrandt
leifile01,0,124,97,296,217,138,33,7,5514,1673,505,27,554,616,,17.0,85.0,2,7411.0,56.0,693,,,2.472796518,Lefty Leifield
leipeda01,0,12,8,264,0,0,0,7,834,282,123,25,114,150,17.0,12.0,7.0,3,1212.0,65.0,141,,,3.9820143885,Dave Leiper
leiteal01,0,162,132,419,382,16,10,2,7173,2152,1010,198,1163,1974,53.0,63.0,117.0,20,10334.0,9.0,1101,57.0,28.0,3.8017565872000003,Al Leiter
leitema01,0,65,73,335,149,15,1,26,3553,1205,602,155,424,892,43.0,46.0,75.0,9,5154.0,88.0,664,1.0,0.0,4.574725583999999,Mark Leiter
lemanda01,0,37,63,185,103,30,3,0,2739,1012,469,87,363,429,22.0,48.0,20.0,5,4012.0,39.0,529,,,4.6232201533,Dave Lemanczyk
lemasde01,0,90,105,357,249,66,14,8,5363,1703,712,184,600,1305,73.0,88.0,24.0,6,7552.0,41.0,778,,,3.5845608800999997,Denny Lemaster
lemonbo01,0,207,128,460,350,188,31,22,8550,2559,1024,181,1251,1277,13.0,63.0,57.0,2,12099.0,73.0,1185,,,3.2336842105000003,Bob Lemon
lemonma01,0,22,38,89,74,17,1,1,1611,564,242,56,159,209,19.0,6.0,15.0,6,2294.0,8.0,264,,,4.0558659218,Mark Lemongello
leonade01,0,144,106,312,302,103,23,1,6561,2137,898,202,622,1323,39.0,73.0,52.0,6,9149.0,3.0,1008,,,3.695473251,Dennis Leonard
leonadu01,0,139,113,331,272,152,33,13,6576,2022,672,54,664,1160,,61.0,68.0,3,8923.0,47.0,853,,,2.7591240876,Dutch Leonard
leonadu02,0,191,181,640,374,192,30,44,9655,3304,1162,158,737,1170,,97.0,56.0,6,13487.0,171.0,1432,,,3.2495080269,Dutch Leonard
leonedo01,0,8,7,70,0,0,0,0,244,71,30,6,34,79,5.0,6.0,4.0,0,346.0,9.0,33,1.0,4.0,3.3196721311,Dominic Leone
leonhda01,0,16,14,117,29,7,4,5,1011,287,118,32,150,146,14.0,10.0,4.0,4,1403.0,24.0,125,,,3.1513353116000005,Dave Leonhard
leonma01,0,14,18,162,13,2,1,13,931,315,128,28,100,170,17.0,6.0,23.0,2,1346.0,64.0,153,,,3.7121374866,Max Leon
lerchra01,0,60,64,253,164,18,2,3,3298,1232,553,101,432,507,26.0,39.0,10.0,7,4829.0,31.0,612,,,4.5272892662,Randy Lerch
lerouch01,0,1,3,65,0,0,0,0,215,87,48,3,35,66,5.0,4.0,2.0,0,334.0,20.0,52,2.0,3.0,6.0279069767,Chris Leroux
lerscba01,0,18,32,169,53,9,1,6,1711,536,242,70,172,317,20.0,20.0,10.0,1,2377.0,47.0,255,,,3.8188194039,Barry Lersch
leskacu01,0,50,34,603,11,0,0,55,2138,678,345,80,362,641,23.0,46.0,17.0,6,3111.0,244.0,365,7.0,7.0,4.3568755847,Curt Leskanic
leslebr01,0,1,3,54,0,0,0,6,217,61,31,7,29,46,5.0,1.0,0.0,1,299.0,30.0,33,,,3.8571428571,Brad Lesley
lestejo01,0,127,79,285,284,12,4,0,5403,1675,711,161,592,1664,4.0,47.0,63.0,1,7511.0,0.0,762,34.0,47.0,3.5530260966000005,Jon Lester
leverdi01,0,29,34,122,77,33,4,6,1911,725,319,25,221,193,,11.0,17.0,5,2865.0,30.0,374,,,4.507064364200001,Dixie Leverett
leverwa01,0,7,31,62,44,18,2,2,969,277,113,8,160,131,,12.0,15.0,0,1321.0,14.0,157,,,3.1486068111,Walt Leverenz
levinal01,0,24,33,416,7,0,0,10,1726,597,253,70,236,278,20.0,25.0,16.0,0,2510.0,127.0,287,16.0,17.0,3.9577056779000004,Al Levine
levraal01,0,7,11,56,21,1,0,0,512,194,106,30,81,110,9.0,3.0,8.0,1,777.0,6.0,112,5.0,7.0,5.58984375,Allen Levrault
levsedu01,0,21,26,80,51,23,3,0,1212,426,187,17,173,88,,5.0,13.0,1,1790.0,14.0,218,,,4.1658415842,Dutch Levsen
lewisco01,0,71,67,214,176,9,3,0,3296,1152,587,159,349,888,14.0,32.0,48.0,3,4754.0,13.0,628,19.0,35.0,4.8085558252,Colby Lewis
lewisje01,0,7,11,161,0,0,0,14,594,184,81,23,85,177,8.0,3.0,8.0,1,855.0,59.0,86,9.0,7.0,3.6818181818,Jensen Lewis
lewisri01,0,14,15,217,4,0,0,2,880,287,159,45,191,244,29.0,37.0,8.0,6,1350.0,53.0,183,,,4.8784090909,Richie Lewis
lewissc01,0,9,9,74,19,1,0,0,534,210,99,22,59,84,4.0,5.0,8.0,1,786.0,15.0,104,,,5.0056179775,Scott Lewis
lewiste01,0,94,64,183,153,136,7,4,4215,1379,551,57,511,378,,39.0,40.0,1,0.0,28.0,753,,,3.5295373664999996,Ted Lewis
liddldo01,0,28,18,117,54,13,3,4,1283,397,178,42,203,198,15.0,9.0,10.0,0,1837.0,30.0,203,,,3.7459080281,Don Liddle
lidgebr01,0,26,32,603,1,0,0,225,1810,492,237,57,287,799,41.0,46.0,34.0,3,2589.0,368.0,257,32.0,11.0,3.5353591160000004,Brad Lidge
lidleco01,0,82,72,277,199,11,5,2,3968,1400,671,159,356,838,34.0,47.0,54.0,1,5639.0,26.0,738,45.0,31.0,4.5657762097,Cory Lidle
liebejo01,0,131,124,401,327,25,5,2,6594,2388,1043,285,422,1553,52.0,30.0,49.0,13,9300.0,18.0,1158,58.0,43.0,4.2707006369,Jon Lieber
liebhgl01,0,36,35,90,66,49,7,2,1838,543,148,3,183,280,,21.0,14.0,1,2446.0,23.0,225,,,2.1741022851,Glenn Liebhardt
ligteke01,0,17,20,386,0,0,0,48,1172,357,166,46,158,357,29.0,12.0,4.0,1,1661.0,176.0,173,11.0,5.0,3.8242320819,Kerry Ligtenberg
lillide01,0,25,34,262,52,1,1,17,1451,532,222,59,134,261,25.0,10.0,9.0,6,2080.0,75.0,245,,,4.1309441764,Derek Lilliquist
lillyte01,0,130,113,356,331,5,3,0,5948,1827,913,293,661,1681,35.0,58.0,63.0,29,8390.0,5.0,974,68.0,46.0,4.1444182919,Ted Lilly
limajo01,0,89,102,348,235,9,1,5,4703,1783,917,267,393,980,27.0,43.0,53.0,3,6790.0,40.0,972,35.0,39.0,5.2645120136,Jose Lima
linceti01,0,108,83,269,261,10,7,1,4931,1438,660,136,646,1704,33.0,104.0,42.0,7,6920.0,3.0,705,78.0,37.0,3.6138714256999998,Tim Lincecum
lincobr01,0,9,11,99,22,0,0,1,667,233,117,32,77,169,6.0,4.0,12.0,0,974.0,18.0,126,11.0,7.0,4.736131933999999,Brad Lincoln
lincomi01,0,17,30,263,19,0,0,5,1129,420,223,55,149,236,11.0,15.0,18.0,0,1669.0,55.0,236,11.0,12.0,5.3330380868,Mike Lincoln
lindavi01,0,36,60,131,101,83,7,2,2712,876,293,22,296,286,,17.0,37.0,1,3670.0,28.0,418,,,2.9170353982,Vive Lindaman
lindbjo01,0,5,8,110,6,0,0,1,410,122,58,18,58,121,7.0,7.0,7.0,0,579.0,28.0,61,4.0,3.0,3.8195121950999997,Josh Lindblom
lindbpa01,0,68,63,655,32,1,1,64,3641,1157,443,112,384,671,88.0,29.0,26.0,0,5091.0,258.0,510,,,3.2850865147,Paul Lindblad
lindejo01,0,8,18,55,28,15,1,1,755,247,125,20,161,146,,12.0,7.0,1,1141.0,19.0,147,,,4.4701986755,Johnny Lindell
lindsji01,0,21,20,177,20,5,1,19,1293,507,225,25,176,175,,9.0,12.0,3,1943.0,80.0,261,,,4.6983758701,Jim Lindsey
lindsma01,0,17,21,469,0,0,0,51,1262,453,172,23,154,327,18.0,29.0,15.0,2,1836.0,168.0,193,21.0,11.0,3.6798732171,Matt Lindstrom
linebsc01,0,42,31,607,6,0,0,8,1970,630,256,82,229,567,33.0,44.0,27.0,0,2778.0,156.0,280,18.0,21.0,3.5086294416,Scott Linebrink
linesdi01,0,7,7,107,0,0,0,6,506,146,53,10,48,103,13.0,6.0,1.0,0,696.0,41.0,66,,,2.8280632411,Dick Lines
linkeed01,0,22,22,120,43,13,1,6,1347,555,280,28,206,156,,11.0,5.0,1,2066.0,44.0,313,,,5.612472160399999,Ed Linke
lintodo01,0,17,20,112,35,0,0,0,916,360,196,50,125,206,7.0,13.0,13.0,1,1384.0,23.0,210,0.0,0.0,5.7772925764,Doug Linton
linzyfr01,0,62,57,516,2,0,0,111,2450,790,259,35,282,358,97.0,30.0,14.0,1,3454.0,342.0,315,,,2.8542857143,Frank Linzy
lirafe01,0,26,46,163,79,4,3,1,1732,656,341,84,222,348,17.0,22.0,28.0,2,2592.0,22.0,372,4.0,9.0,5.3158198614,Felipe Lira
liriafr01,0,88,79,254,227,3,1,1,4050,1200,596,120,570,1389,11.0,76.0,41.0,7,5724.0,8.0,631,32.0,34.0,3.9733333333,Francisco Liriano
lisenho01,0,37,58,207,107,48,4,1,2907,1076,518,74,314,253,,5.0,19.0,1,4251.0,55.0,595,,,4.811145510799999,Hod Lisenbee
liskaad01,0,17,18,111,28,11,1,3,1054,354,151,12,150,104,,6.0,9.0,0,1526.0,51.0,176,,,3.8681214420999996,Ad Liska
litscje01,0,27,27,88,67,2,2,1,1253,430,193,55,119,239,6.0,10.0,21.0,0,1774.0,4.0,214,6.0,9.0,4.1588188348,Jesse Litsch
littema01,0,32,31,316,19,2,0,56,1596,416,196,28,304,466,46.0,35.0,5.0,3,2268.0,181.0,217,,,3.3157894737,Mark Littell
littldi01,0,33,54,243,83,16,2,9,2285,750,399,91,413,495,18.0,20.0,12.0,1,3395.0,61.0,461,,,4.7146608315,Dick Littlefield
littljo01,0,7,8,94,0,0,0,11,390,124,49,7,48,43,14.0,2.0,2.0,1,539.0,44.0,59,,,3.3923076923,John Littlefield
littlwe01,0,5,3,80,0,0,0,3,307,89,42,9,37,55,1.0,1.0,8.0,0,423.0,21.0,42,0.0,5.0,3.6938110749,Wes Littleton
livelbu01,0,8,13,79,27,6,2,1,747,230,115,27,127,94,,3.0,1.0,1,1075.0,17.0,129,,,4.156626506,Buddy Lively
lloydgr01,0,30,36,568,0,0,0,17,1599,560,239,51,161,304,36.0,23.0,23.0,0,2293.0,175.0,274,7.0,9.0,4.0356472795,Graeme Lloyd
loaizes01,0,126,114,377,333,14,6,1,6297,2352,1084,259,604,1382,40.0,32.0,75.0,9,9106.0,16.0,1170,36.0,46.0,4.6479275846,Esteban Loaiza
lockebo01,0,16,15,165,23,2,2,10,1250,432,186,40,165,194,21.0,14.0,9.0,2,1817.0,60.0,209,,,4.0176,Bobby Locke
lockebo02,0,57,39,576,0,0,0,95,2637,776,269,41,257,577,80.0,37.0,36.0,5,3643.0,288.0,329,,,2.7542662116,Bob Locker
lockeje01,0,26,30,93,91,0,0,0,1551,509,239,51,205,382,10.0,14.0,19.0,2,2221.0,1.0,260,23.0,22.0,4.1605415861,Jeff Locke
lockwsk01,0,57,97,420,106,16,5,68,3708,1130,488,98,490,829,62.0,43.0,33.0,5,5215.0,219.0,539,,,3.5533980583,Skip Lockwood
loeka01,0,34,43,322,48,1,1,4,1707,635,284,63,184,357,21.0,25.0,15.0,0,2489.0,74.0,331,16.0,12.0,4.4920913883999996,Kameron Loe
loesbi01,0,80,63,316,139,42,9,32,3571,1135,514,118,421,645,20.0,21.0,35.0,6,5043.0,115.0,565,,,3.8863063568,Billy Loes
loewead01,0,9,8,55,29,0,0,0,550,183,113,17,123,156,1.0,11.0,14.0,2,842.0,8.0,120,3.0,7.0,5.5472727273,Adam Loewen
loganbo01,0,7,15,57,25,5,1,4,668,245,78,9,81,67,,3.0,2.0,0,979.0,18.0,100,,,3.1526946108,Bob Logan
loganbo02,0,26,18,515,0,0,0,2,1092,387,184,46,160,380,29.0,18.0,18.0,0,1634.0,87.0,199,14.0,19.0,4.5494505494999995,Boone Logan
lohrmbi01,0,60,59,198,121,47,9,8,2972,1048,406,70,240,330,,19.0,13.0,2,4176.0,36.0,479,,,3.6884253028,Bill Lohrman
lohseky01,0,147,141,455,416,12,9,2,7567,2696,1226,312,689,1612,33.0,57.0,87.0,4,10791.0,15.0,1314,99.0,77.0,4.3745209462,Kyle Lohse
loiseri01,0,9,18,202,3,0,0,49,672,241,109,22,124,178,24.0,12.0,12.0,0,1033.0,129.0,123,5.0,3.0,4.3794642857,Rich Loiselle
lolicmi01,0,217,191,586,496,195,41,11,10915,3366,1390,347,1099,2832,67.0,124.0,92.0,8,15140.0,40.0,1537,,,3.4383875401,Mickey Lolich
lollati01,0,47,52,199,131,9,4,4,2718,841,430,93,480,600,21.0,47.0,17.0,12,3941.0,20.0,459,,,4.2715231788,Tim Lollar
lombavi01,0,50,51,223,100,42,5,16,2834,919,386,70,418,340,,19.0,16.0,7,4078.0,78.0,462,,,3.67748765,Vic Lombardi
lonboji01,0,157,137,425,368,90,15,4,7393,2400,1056,233,823,1475,71.0,73.0,105.0,9,10498.0,24.0,1170,,,3.8566211281,Jim Lonborg
longbi01,0,27,27,159,52,8,2,9,1556,568,252,63,140,247,11.0,7.0,12.0,1,2216.0,42.0,276,,,4.3727506427,Bill Long
loopebr01,0,72,65,670,97,1,1,103,3528,1242,542,132,373,669,38.0,21.0,40.0,6,5067.0,315.0,594,42.0,33.0,4.1479591837,Braden Looper
lopated01,0,166,112,340,318,164,27,3,7318,2464,869,179,650,859,5.0,16.0,43.0,6,10197.0,14.0,1008,,,3.2062038808,Eddie Lopat
lopezal02,0,47,58,297,92,8,5,4,2524,938,462,112,343,558,28.0,34.0,18.0,2,3713.0,63.0,511,16.0,11.0,4.942155308999999,Albie Lopez
lopezaq01,0,6,6,159,0,0,0,15,622,199,87,23,82,167,13.0,9.0,11.0,2,903.0,69.0,94,3.0,15.0,3.7765273312,Aquilino Lopez
lopezau01,0,62,36,459,9,0,0,93,2730,785,360,102,367,635,39.0,34.0,15.0,4,3818.0,281.0,392,,,3.5604395604000003,Aurelio Lopez
lopezja02,0,29,14,771,0,0,0,13,1520,460,194,23,220,343,38.0,16.0,25.0,3,2155.0,157.0,214,18.0,10.0,3.4460526316,Javier Lopez
lopezma01,0,31,40,171,93,14,3,2,1959,591,263,44,317,426,17.0,38.0,15.0,2,2823.0,20.0,300,,,3.6248085758,Marcelino Lopez
lopezro01,0,81,89,257,215,5,2,0,4052,1506,724,202,416,865,26.0,21.0,37.0,5,5879.0,10.0,789,43.0,41.0,4.824284304,Rodrigo Lopez
lopezwi01,0,16,17,292,2,0,0,11,916,337,120,27,57,221,10.0,5.0,7.0,6,1274.0,84.0,131,14.0,8.0,3.5371179039,Wilton Lopez
lorraan01,0,6,11,59,26,2,1,0,525,218,127,31,83,113,4.0,4.0,2.0,1,814.0,10.0,138,3.0,2.0,6.5314285714,Andrew Lorraine
loupaa01,0,10,17,228,0,0,0,6,633,189,73,15,52,176,9.0,8.0,19.0,1,868.0,36.0,82,9.0,8.0,3.1137440757999997,Aaron Loup
louxsh01,0,4,7,58,13,0,0,0,432,188,95,16,45,47,2.0,6.0,11.0,0,653.0,19.0,103,2.0,4.0,5.9375,Shane Loux
lovesl01,0,28,21,119,48,19,1,4,1552,480,175,8,246,251,,10.0,17.0,1,2138.0,48.0,220,,,3.0444587629,Slim Love
lovetto01,0,88,59,162,149,132,9,1,3916,1341,571,48,444,439,,68.0,5.0,1,1544.0,11.0,840,,,3.9369254341000004,Tom Lovett
lowdegr01,0,23,39,122,73,30,3,0,1771,534,235,4,376,296,,22.0,37.0,1,2542.0,26.0,330,,,3.5827216262,Grover Lowdermilk
lowede01,0,176,157,681,377,10,4,86,8014,2759,1195,217,794,1722,67.0,55.0,78.0,13,11358.0,168.0,1333,91.0,47.0,4.0260793611,Derek Lowe
lowema01,0,9,24,328,0,0,0,6,1009,329,142,35,142,303,13.0,20.0,7.0,2,1459.0,84.0,173,7.0,15.0,3.7998017839,Mark Lowe
lowese01,0,23,15,248,22,0,0,3,1320,485,242,51,194,288,17.0,16.0,27.0,1,1967.0,47.0,261,13.0,12.0,4.95,Sean Lowe
lowntu01,0,55,61,504,49,10,1,73,3096,978,472,105,590,574,40.0,33.0,10.0,1,4574.0,255.0,525,,,4.1162790698,Turk Lown
lowryno01,0,40,31,106,100,4,2,0,1855,606,277,64,249,420,6.0,11.0,19.0,1,2665.0,3.0,298,40.0,15.0,4.0318059299,Noah Lowry
lubypa01,0,40,41,106,88,73,1,2,2392,810,344,32,311,215,,35.0,0.0,0,0.0,17.0,524,,,3.8829431438,Pat Luby
lucasga01,0,29,44,409,18,0,0,63,2007,618,224,41,227,410,65.0,24.0,7.0,5,2795.0,206.0,274,,,3.0134529148,Gary Lucas
lucasre01,0,157,135,396,301,204,22,7,7626,2736,1051,136,455,602,,7.0,23.0,6,10648.0,70.0,1198,,,3.7210857592,Red Lucas
lucidco01,0,23,23,54,50,36,3,0,1125,482,251,15,204,65,,13.0,0.0,0,0.0,4.0,340,,,6.024,Con Lucid
luebbst01,0,6,10,66,24,2,1,3,619,213,106,19,106,93,8.0,7.0,6.0,1,908.0,19.0,114,,,4.6235864297000004,Steve Luebber
luebkco01,0,10,12,55,25,0,0,0,565,150,68,16,58,195,3.0,5.0,3.0,2,761.0,4.0,72,5.0,4.0,3.2495575221,Cory Luebke
lueckri01,0,3,5,56,0,0,0,2,233,98,44,9,44,51,11.0,2.0,3.0,1,364.0,24.0,46,,,5.0987124463999995,Rick Luecken
luekejo01,0,2,5,72,0,0,0,0,263,104,60,12,33,75,3.0,8.0,2.0,0,397.0,29.0,61,3.0,7.0,6.1596958175,Josh Lueke
luetglu01,0,3,5,111,0,0,0,2,267,85,43,8,47,74,8.0,10.0,3.0,0,389.0,36.0,47,3.0,6.0,4.3483146067,Lucas Luetge
lugoru01,0,8,4,102,0,0,0,0,400,123,65,7,74,82,6.0,5.0,7.0,0,591.0,38.0,68,4.0,9.0,4.3875,Ruddy Lugo
lugour01,0,6,7,50,19,1,0,0,488,185,96,33,67,91,2.0,8.0,7.0,0,721.0,11.0,103,,,5.3114754098,Urbano Lugo
lundgca01,0,91,55,179,149,125,19,6,3966,1129,355,16,476,535,,26.0,35.0,3,4656.0,28.0,495,,,2.4167927383000003,Carl Lundgren
lundgde01,0,5,15,56,19,5,2,0,552,220,133,9,118,54,,12.0,8.0,3,860.0,16.0,141,,,6.5054347826,Del Lundgren
luquedo01,0,194,179,550,365,206,26,28,9661,3231,1161,113,918,1130,,50.0,26.0,5,13470.0,128.0,1412,,,3.2446951661,Dolf Luque
lushjo01,0,66,85,182,154,105,16,2,3718,1169,369,17,413,490,,37.0,63.0,2,5168.0,19.0,570,,,2.6796664874,Johnny Lush
lylesjo01,0,23,38,104,97,1,1,1,1658,612,313,65,182,379,8.0,15.0,32.0,2,2443.0,3.0,352,20.0,12.0,5.0971049457,Jordan Lyles
lylesp01,0,99,76,899,0,0,0,238,4171,1292,445,84,481,873,81.0,66.0,14.0,10,5794.0,634.0,519,,,2.8806041717000004,Sparky Lyle
lynched01,0,47,54,248,119,8,2,8,2821,1050,418,89,229,396,33.0,10.0,14.0,6,4003.0,49.0,470,,,4.000708968500001,Ed Lynch
lynchja01,0,110,105,221,217,215,8,0,5773,2048,789,54,295,859,,93.0,29.0,1,8172.0,4.0,1225,,,3.6901091287,Jack Lynch
lynchmi02,0,43,32,97,72,53,1,3,1968,597,222,9,281,292,,16.0,29.0,0,2722.0,22.0,294,,,3.0457317073000003,Mike Lynch
lynnla01,0,61,39,150,128,2,1,1,2374,739,296,59,291,766,10.0,19.0,34.0,0,3353.0,4.0,318,31.0,17.0,3.3664700926999997,Lance Lynn
lynnre01,0,10,8,85,7,4,1,5,554,175,81,12,85,85,,3.0,5.0,1,802.0,40.0,91,,,3.9476534296,Red Lynn
lyonbr01,0,42,47,572,21,0,0,79,2044,721,315,69,220,465,47.0,22.0,16.0,3,2951.0,241.0,338,31.0,26.0,4.1609589041,Brandon Lyon
lyonste01,0,260,230,594,484,356,27,23,12483,4489,1696,223,1121,1073,,55.0,31.0,6,17846.0,92.0,2056,,,3.6683489546,Ted Lyons
lysanri01,0,9,17,137,5,1,1,11,769,290,122,16,96,111,21.0,16.0,2.0,1,1124.0,46.0,142,,,4.2834850455,Rick Lysander
maasdu01,0,45,44,195,91,21,7,15,2204,745,342,71,284,356,16.0,9.0,18.0,0,3190.0,55.0,399,,,4.1896551724,Duke Maas
mabebo01,0,7,11,51,14,4,0,3,426,146,76,17,61,82,8.0,7.0,4.0,0,629.0,13.0,100,,,4.816901408500001,Bob Mabe
macdobo01,0,8,9,197,0,0,0,3,703,234,113,26,107,142,12.0,6.0,3.0,2,1017.0,55.0,120,,,4.3399715505000005,Bob Macdonald
macdomi01,0,18,23,407,3,0,0,71,1182,397,175,25,212,325,16.0,45.0,25.0,2,1762.0,209.0,204,11.0,9.0,3.9974619289,Mike MacDougal
macfada01,0,132,159,465,332,158,18,9,8118,2981,1191,112,872,797,,20.0,64.0,3,11805.0,76.0,1395,,,3.9611973392,Danny MacFayden
machaju01,0,7,5,101,0,0,0,6,441,115,51,16,83,151,7.0,8.0,5.0,0,623.0,43.0,54,,,3.1224489795999997,Julio Machado
machije01,0,12,2,189,0,0,0,6,552,157,71,17,53,148,6.0,10.0,2.0,1,745.0,44.0,74,8.0,5.0,3.472826087,Jean Machi
mackeke01,0,8,10,129,1,0,0,5,625,231,111,33,63,142,8.0,1.0,6.0,0,916.0,57.0,129,,,4.7952,Ken MacKenzie
maconma01,0,17,19,81,29,9,2,3,892,307,140,20,128,90,,5.0,10.0,1,1314.0,35.0,171,,,4.2376681614,Max Macon
maddeki01,0,54,50,122,109,97,7,2,2874,987,417,41,336,284,,35.0,57.0,0,3767.0,13.0,645,,,3.9175365344,Kid Madden
maddemi01,0,12,10,71,26,0,0,0,582,198,85,9,113,119,9.0,9.0,1.0,3,857.0,14.0,99,,,3.9432989691,Mike Madden
maddoni01,0,43,20,93,72,47,9,1,1816,487,154,7,170,193,,8.0,35.0,2,2368.0,18.0,207,,,2.2896475771,Nick Maddox
maddugr01,0,355,227,744,740,109,35,0,15025,4726,1756,353,999,3371,177.0,70.0,137.0,28,20421.0,3.0,1981,109.0,64.0,3.1555407654,Greg Maddux
maddumi01,0,39,37,472,48,2,1,20,2585,873,388,67,284,564,40.0,41.0,32.0,8,3685.0,149.0,428,3.0,1.0,4.0526112186,Mike Maddux
madisda01,0,8,7,74,6,0,0,0,474,173,100,16,103,70,,6.0,8.0,0,742.0,34.0,117,,,5.6962025316,Dave Madison
madsory01,0,48,32,559,18,0,0,55,2080,671,266,66,205,605,37.0,33.0,34.0,4,2911.0,162.0,285,31.0,18.0,3.4528846154000004,Ryan Madson
madurca01,0,10,19,68,39,0,0,0,780,272,167,43,118,140,7.0,10.0,12.0,2,1145.0,11.0,171,1.0,3.0,5.780769230800001,Calvin Maduro
mageebi01,0,29,51,106,88,69,5,0,2228,837,407,23,350,161,,18.0,60.0,2,3396.0,17.0,522,,,4.9322262118,Bill Magee
maglisa01,0,119,62,303,232,93,25,14,5169,1591,603,169,562,862,8.0,18.0,44.0,7,7182.0,35.0,684,,,3.1497388276,Sal Maglie
magnami01,0,26,32,484,19,0,0,3,1853,666,280,45,234,347,33.0,26.0,20.0,4,2696.0,122.0,317,6.0,6.0,4.079870480299999,Mike Magnante
magrajo01,0,57,67,190,166,21,10,0,3290,1081,464,79,391,564,28.0,64.0,42.0,21,4685.0,10.0,517,,,3.8079027356,Joe Magrane
mahafar01,0,59,64,185,148,46,9,1,2997,959,463,125,368,639,23.0,37.0,39.0,4,4252.0,10.0,507,,,4.1711711712,Art Mahaffey
mahafro01,0,67,49,224,128,45,0,5,3168,1181,588,84,452,365,,31.0,24.0,0,4718.0,47.0,673,,,5.0113636364,Roy Mahaffey
mahayro01,0,27,12,514,3,0,0,4,1704,539,242,75,266,470,22.0,28.0,10.0,1,2474.0,100.0,273,11.0,15.0,3.8345070423000003,Ron Mahay
mahlemi01,0,14,32,122,58,3,1,4,1218,429,211,40,190,262,19.0,29.0,16.0,4,1814.0,23.0,242,,,4.6773399015,Mickey Mahler
mahleri01,0,96,111,392,271,43,9,6,5854,2069,866,165,606,952,70.0,41.0,35.0,23,8306.0,32.0,972,,,3.9941920055,Rick Mahler
maholpa01,0,77,100,273,250,6,4,0,4669,1676,744,149,510,984,32.0,36.0,77.0,4,6704.0,7.0,806,71.0,42.0,4.3024202185,Paul Maholm
mahompa01,0,42,39,308,63,0,0,5,2127,738,431,116,392,452,25.0,29.0,11.0,1,3163.0,74.0,461,10.0,14.0,5.471086036699999,Pat Mahomes
mailsdu01,0,32,25,104,59,29,5,2,1548,554,235,27,220,232,,7.0,13.0,0,2288.0,26.0,281,,,4.0988372093,Duster Mails
mainal01,0,21,22,75,44,24,4,6,1210,342,124,7,150,160,,6.0,13.0,0,1626.0,15.0,159,,,2.7669421488,Alex Main
mainejo01,0,41,36,112,105,2,2,0,1779,534,293,81,270,499,10.0,25.0,18.0,1,2565.0,4.0,315,35.0,15.0,4.4468802698,John Maine
mainesc01,0,2,3,50,0,0,0,0,140,50,29,8,25,48,1.0,3.0,5.0,0,218.0,16.0,30,1.0,5.0,5.5928571429,Scott Maine
mainwo01,0,4,13,79,11,2,0,3,614,210,117,21,84,107,,2.0,1.0,2,896.0,30.0,122,,,5.1449511401,Woody Main
majewga01,0,9,13,231,0,0,0,2,727,296,128,19,90,143,11.0,8.0,18.0,0,1105.0,65.0,143,9.0,12.0,4.7537826685,Gary Majewski
malarjo01,0,21,37,80,59,51,3,3,1698,629,229,10,227,179,,18.0,12.0,0,1084.0,19.0,386,,,3.6413427562000003,John Malarkey
malliro01,0,0,2,51,1,0,0,1,161,56,34,4,38,42,3.0,3.0,7.0,0,254.0,10.0,34,,,5.701863353999999,Rob Mallicoat
malonji01,0,134,84,302,262,74,30,4,5547,1518,655,138,810,1605,39.0,124.0,36.0,2,7745.0,18.0,729,,,3.1882098432,Jim Maloney
malonpa02,0,134,92,357,220,115,15,26,5745,1934,795,103,705,1024,,51.0,45.0,2,8276.0,107.0,936,,,3.7362924282,Pat Malone
